PO_ID,Supplier_ID,SKU,Order_Qty,Received_Qty,Lead_Time,Delay_Days
PO005087,SUP022,SKU0477,391,378,13,7
PO005088,SUP012,SKU0697,81,73,5,1
PO005089,SUP015,SKU0771,477,465,5,3
PO005090,SUP013,SKU0884,22,5,3,0
PO005091,SUP002,SKU0636,54,49,7,0
PO005092,SUP018,SKU0681,468,460,14,6
PO005093,SUP011,SKU0684,290,273,10,6
PO005094,SUP021,SKU0236,272,261,11,0
PO005095,SUP015,SKU0370,182,170,7,0
PO005096,SUP004,SKU0198,471,466,4,0
PO005097,SUP021,SKU0147,227,211,3,7
PO005098,SUP007,SKU0408,434,428,3,5
PO005099,SUP002,SKU0426,50,43,2,7
PO005100,SUP006,SKU0036,251,246,6,4
PO005101,SUP002,SKU0863,113,103,7,0
PO005102,SUP006,SKU0239,137,128,2,5
PO005103,SUP006,SKU0257,331,321,6,5
PO005104,SUP001,SKU0981,193,177,7,8
PO005105,SUP012,SKU0812,402,402,12,3
PO005106,SUP003,SKU0100,161,143,11,1
PO005107,SUP023,SKU0986,227,226,4,1
PO005108,SUP016,SKU0351,189,188,2,7
PO005109,SUP002,SKU0825,499,498,10,6
PO005110,SUP021,SKU0034,142,125,4,0
PO005111,SUP020,SKU0022,197,193,11,4
PO005112,SUP018,SKU0284,437,429,14,6
PO005113,SUP011,SKU0727,334,320,14,2
PO005114,SUP012,SKU0660,470,459,6,0
PO005115,SUP006,SKU0204,430,430,10,1
PO005116,SUP013,SKU0921,423,417,4,8
PO005117,SUP009,SKU0640,200,200,2,7
PO005118,SUP022,SKU0377,265,253,12,0
PO005119,SUP007,SKU0465,143,131,8,0
PO005120,SUP018,SKU0218,203,190,8,8
PO005121,SUP016,SKU0425,256,245,9,6
PO005122,SUP016,SKU0607,414,409,2,2
PO005123,SUP023,SKU0621,443,429,9,7
PO005124,SUP013,SKU0461,473,468,4,2
PO005125,SUP005,SKU0307,260,243,13,6
PO005126,SUP018,SKU0201,356,346,4,0
PO005127,SUP008,SKU0260,119,115,7,0
PO005128,SUP012,SKU0684,120,103,7,4
PO005129,SUP014,SKU0179,196,183,8,2
PO005130,SUP028,SKU0954,64,55,3,8
PO005131,SUP006,SKU0844,273,260,10,3
PO005132,SUP015,SKU0460,335,332,3,5
PO005133,SUP017,SKU0291,289,278,13,6
PO005134,SUP016,SKU0237,304,294,9,5
PO005135,SUP022,SKU0491,249,246,10,2
PO005136,SUP022,SKU0169,172,171,4,6
PO005137,SUP009,SKU0039,58,38,6,1
PO005138,SUP028,SKU0287,495,478,8,0
PO005139,SUP018,SKU0322,311,303,4,3
PO005140,SUP004,SKU0083,206,193,14,4
PO005141,SUP023,SKU0233,192,188,4,5
PO005142,SUP029,SKU0593,55,42,4,8
PO005143,SUP006,SKU0857,302,294,10,7
PO005144,SUP012,SKU0555,406,404,7,7
PO005145,SUP020,SKU0553,477,463,11,2
PO005146,SUP011,SKU0866,310,297,2,0
PO005147,SUP024,SKU0157,485,467,10,3
PO005148,SUP015,SKU0210,376,375,12,7
PO005149,SUP009,SKU0953,59,43,9,0
PO005150,SUP006,SKU0690,268,264,7,3
PO005151,SUP016,SKU0815,458,458,7,1
PO005152,SUP018,SKU0305,363,352,10,5
PO005153,SUP001,SKU0750,256,236,7,3
PO005154,SUP008,SKU0755,111,110,6,3
PO005155,SUP027,SKU0708,192,178,10,0
PO005156,SUP020,SKU0845,374,374,2,4
PO005157,SUP024,SKU0352,460,458,12,4
PO005158,SUP012,SKU0325,109,100,11,8
PO005159,SUP007,SKU0641,444,442,10,0
PO005160,SUP014,SKU0465,360,341,5,8
PO005161,SUP023,SKU0998,341,334,7,8
PO005162,SUP017,SKU0043,270,256,3,3
PO005163,SUP022,SKU0812,302,291,4,2
PO005164,SUP018,SKU0854,40,21,10,1
PO005165,SUP012,SKU0837,351,332,13,7
PO005166,SUP017,SKU0002,310,293,5,7
PO005167,SUP002,SKU0586,45,33,8,4
PO005168,SUP022,SKU0517,206,196,11,6
PO005169,SUP006,SKU0565,113,94,14,3
PO005170,SUP022,SKU0218,493,479,11,7
PO005171,SUP014,SKU0429,374,356,8,2
PO005172,SUP008,SKU0593,247,244,3,5
PO005173,SUP027,SKU0936,302,296,7,6
PO005174,SUP018,SKU0833,336,329,6,0
PO005175,SUP028,SKU0193,320,310,12,7
PO005176,SUP012,SKU0934,152,141,14,7
PO005177,SUP024,SKU0310,105,89,3,5
PO005178,SUP017,SKU0750,86,85,13,3
PO005179,SUP016,SKU0657,396,376,13,5
PO005180,SUP017,SKU0691,317,299,12,2
PO005181,SUP029,SKU0443,251,242,6,7
PO005182,SUP012,SKU0215,186,176,2,0
PO005183,SUP012,SKU0190,283,279,11,7
PO005184,SUP030,SKU0786,69,53,4,5
PO005185,SUP013,SKU0556,329,318,6,4
PO005186,SUP028,SKU0109,412,406,13,3
PO005187,SUP017,SKU0224,306,290,2,7
PO005188,SUP020,SKU0476,181,165,10,1
PO005189,SUP010,SKU0108,358,355,14,8
PO005190,SUP029,SKU0891,50,38,13,0
PO005191,SUP023,SKU0650,234,223,4,6
PO005192,SUP011,SKU0337,194,193,2,0
PO005193,SUP021,SKU0923,401,397,6,4
PO005194,SUP021,SKU0501,196,180,10,8
PO005195,SUP016,SKU0527,94,85,5,5
PO005196,SUP029,SKU0129,237,220,7,5
PO005197,SUP021,SKU0447,68,48,6,8
PO005198,SUP015,SKU0512,71,58,9,2
PO005199,SUP001,SKU0706,426,414,9,4
PO005200,SUP026,SKU0837,199,179,11,5
PO005201,SUP014,SKU0210,240,235,7,1
PO005202,SUP024,SKU0820,237,236,11,1
PO005203,SUP002,SKU0657,346,326,9,7
PO005204,SUP013,SKU0661,267,262,8,4
PO005205,SUP023,SKU0691,150,135,5,5
PO005206,SUP005,SKU0504,96,84,9,7
PO005207,SUP019,SKU0919,316,301,7,4
PO005208,SUP020,SKU0362,371,364,2,6
PO005209,SUP026,SKU0414,326,318,2,0
PO005210,SUP019,SKU0572,436,427,9,4
PO005211,SUP025,SKU0329,448,428,10,7
PO005212,SUP002,SKU0886,90,82,13,7
PO005213,SUP012,SKU0899,107,106,5,4
PO005214,SUP030,SKU0218,24,16,7,8
PO005215,SUP014,SKU0062,477,472,9,4
PO005216,SUP007,SKU0236,242,224,6,7
PO005217,SUP012,SKU0178,28,16,10,0
PO005218,SUP014,SKU0662,279,270,12,5
PO005219,SUP015,SKU0262,420,410,5,8
PO005220,SUP018,SKU0275,69,55,4,1
PO005221,SUP016,SKU0862,444,426,8,3
PO005222,SUP025,SKU0431,121,113,6,4
PO005223,SUP003,SKU0811,220,204,4,8
PO005224,SUP011,SKU0844,301,292,8,7
PO005225,SUP027,SKU0265,436,430,14,5
PO005226,SUP002,SKU0300,146,137,13,7
PO005227,SUP029,SKU0013,212,205,13,4
PO005228,SUP029,SKU0501,214,210,11,0
PO005229,SUP013,SKU0709,471,462,13,8
PO005230,SUP027,SKU0259,415,415,6,5
PO005231,SUP014,SKU0527,345,345,3,2
PO005232,SUP004,SKU0716,185,185,14,8
PO005233,SUP024,SKU0886,254,234,11,0
PO005234,SUP010,SKU0683,438,434,7,8
PO005235,SUP006,SKU0780,306,298,4,5
PO005236,SUP001,SKU0381,217,200,10,5
PO005237,SUP008,SKU0320,198,196,5,3
PO005238,SUP024,SKU0804,337,331,3,3
PO005239,SUP017,SKU0096,380,372,11,8
PO005240,SUP025,SKU0802,295,275,14,7
PO005241,SUP022,SKU0258,254,238,12,1
PO005242,SUP024,SKU0335,207,189,7,3
PO005243,SUP006,SKU0994,316,306,7,5
PO005244,SUP012,SKU0310,48,34,12,2
PO005245,SUP028,SKU0195,460,448,5,6
PO005246,SUP026,SKU0074,148,138,11,6
PO005247,SUP010,SKU0610,274,262,11,0
PO005248,SUP026,SKU0479,432,421,14,0
PO005249,SUP004,SKU0712,280,263,9,4
PO005250,SUP007,SKU0883,226,224,10,7
PO005251,SUP006,SKU0700,301,282,10,2
PO005252,SUP027,SKU0335,116,106,11,6
PO005253,SUP015,SKU0265,355,339,10,5
PO005254,SUP024,SKU0663,37,36,11,4
PO005255,SUP023,SKU0405,339,338,2,0
PO005256,SUP028,SKU0616,30,30,9,6
PO005257,SUP012,SKU0251,276,263,12,2
PO005258,SUP015,SKU0360,210,192,2,3
PO005259,SUP024,SKU0190,327,310,4,4
PO005260,SUP006,SKU0815,326,320,9,7
PO005261,SUP011,SKU0478,129,126,4,2
PO005262,SUP004,SKU0195,338,330,11,1
PO005263,SUP012,SKU0306,98,88,5,4
PO005264,SUP020,SKU0029,85,65,10,0
PO005265,SUP004,SKU0555,35,16,7,3
PO005266,SUP026,SKU0937,373,354,12,4
PO005267,SUP008,SKU0678,197,196,4,7
PO005268,SUP008,SKU0742,151,141,12,3
PO005269,SUP007,SKU0220,301,285,11,3
PO005270,SUP019,SKU0585,158,153,10,6
PO005271,SUP020,SKU0923,399,397,8,1
PO005272,SUP028,SKU0013,26,13,2,0
PO005273,SUP002,SKU0700,309,297,2,5
PO005274,SUP021,SKU0369,386,377,8,7
PO005275,SUP014,SKU0753,93,81,9,8
PO005276,SUP013,SKU0541,484,478,12,4
PO005277,SUP005,SKU0039,29,19,13,4
PO005278,SUP012,SKU0655,99,90,14,2
PO005279,SUP015,SKU0918,296,295,3,4
PO005280,SUP002,SKU0312,252,236,8,4
PO005281,SUP013,SKU0178,28,13,12,1
PO005282,SUP018,SKU0716,325,323,7,6
PO005283,SUP026,SKU0200,149,136,5,5
PO005284,SUP016,SKU0820,38,38,10,4
PO005285,SUP020,SKU0726,252,233,3,6
PO005286,SUP025,SKU0264,154,151,7,1
PO005287,SUP010,SKU0132,132,115,5,2
PO005288,SUP004,SKU0501,445,425,11,8
PO005289,SUP002,SKU0140,370,370,12,1
PO005290,SUP021,SKU0365,426,422,7,5
PO005291,SUP015,SKU0704,404,398,3,5
PO005292,SUP013,SKU0533,86,84,10,7
PO005293,SUP030,SKU0859,449,444,2,0
PO005294,SUP011,SKU0690,429,422,5,7
PO005295,SUP029,SKU0104,323,306,12,8
PO005296,SUP027,SKU0630,329,310,8,7
PO005297,SUP008,SKU0337,493,489,14,4
PO005298,SUP020,SKU0845,41,36,7,0
PO005299,SUP016,SKU0494,34,19,9,6
PO005300,SUP005,SKU0624,481,462,2,2
PO005301,SUP022,SKU0140,182,163,5,7
PO005302,SUP025,SKU0069,191,182,3,0
PO005303,SUP027,SKU0976,151,149,5,4
PO005304,SUP008,SKU0844,399,394,10,7
PO005305,SUP030,SKU0129,56,47,9,3
PO005306,SUP029,SKU0611,99,94,3,2
PO005307,SUP006,SKU0122,418,405,5,8
PO005308,SUP026,SKU0364,483,466,4,0
PO005309,SUP012,SKU0616,33,33,11,0
PO005310,SUP016,SKU0837,43,31,14,8
PO005311,SUP015,SKU0524,351,343,8,2
PO005312,SUP002,SKU0199,148,143,2,0
PO005313,SUP026,SKU0555,263,255,10,2
PO005314,SUP018,SKU0077,443,433,2,8
PO005315,SUP018,SKU0143,334,314,11,4
PO005316,SUP022,SKU0009,367,351,3,4
PO005317,SUP023,SKU0356,371,364,4,8
PO005318,SUP005,SKU0761,340,333,6,8
PO005319,SUP006,SKU0809,121,111,9,6
PO005320,SUP016,SKU0163,122,114,5,0
PO005321,SUP024,SKU0564,233,220,7,8
PO005322,SUP025,SKU0270,255,239,14,4
PO005323,SUP023,SKU0834,316,299,3,6
PO005324,SUP010,SKU0525,52,34,10,0
PO005325,SUP014,SKU0595,71,66,4,3
PO005326,SUP028,SKU0174,451,439,9,1
PO005327,SUP002,SKU0477,323,308,14,7
PO005328,SUP030,SKU0721,226,216,3,5
PO005329,SUP012,SKU0167,76,63,11,7
PO005330,SUP029,SKU0988,358,347,14,2
PO005331,SUP019,SKU0255,196,178,12,5
PO005332,SUP010,SKU0298,249,243,14,6
PO005333,SUP017,SKU0096,61,58,9,4
PO005334,SUP003,SKU0577,340,330,4,8
PO005335,SUP015,SKU0153,258,247,5,3
PO005336,SUP018,SKU0617,88,86,6,4
PO005337,SUP007,SKU0746,115,110,5,5
PO005338,SUP021,SKU0554,166,158,5,2
PO005339,SUP017,SKU0891,192,185,2,1
PO005340,SUP030,SKU0103,188,179,11,7
PO005341,SUP025,SKU0576,432,431,3,2
PO005342,SUP001,SKU0307,228,223,7,2
PO005343,SUP006,SKU0869,262,254,11,6
PO005344,SUP029,SKU0355,301,291,2,4
PO005345,SUP024,SKU0850,237,237,14,0
PO005346,SUP002,SKU0740,313,309,2,6
PO005347,SUP028,SKU0548,494,479,8,1
PO005348,SUP016,SKU0972,461,445,7,2
PO005349,SUP025,SKU0013,164,155,9,2
PO005350,SUP023,SKU0322,103,92,14,4
PO005351,SUP014,SKU0043,119,117,12,8
PO005352,SUP022,SKU0774,459,445,4,7
PO005353,SUP022,SKU0994,96,93,3,4
PO005354,SUP015,SKU0481,161,143,13,0
PO005355,SUP027,SKU0003,185,175,8,4
PO005356,SUP005,SKU0819,53,37,12,0
PO005357,SUP014,SKU0825,129,129,14,6
PO005358,SUP015,SKU0481,389,388,13,3
PO005359,SUP007,SKU0438,110,91,2,5
PO005360,SUP008,SKU0022,206,188,8,0
PO005361,SUP009,SKU0829,357,339,3,4
PO005362,SUP001,SKU0897,195,176,4,5
PO005363,SUP027,SKU0326,180,177,2,1
PO005364,SUP014,SKU0018,205,193,12,3
PO005365,SUP009,SKU0548,309,296,11,2
PO005366,SUP004,SKU0846,89,79,8,6
PO005367,SUP009,SKU0205,74,63,4,1
PO005368,SUP009,SKU0314,352,340,9,1
PO005369,SUP011,SKU0490,91,86,12,8
PO005370,SUP011,SKU0412,413,395,5,2
PO005371,SUP013,SKU0687,390,375,14,0
PO005372,SUP030,SKU0692,229,228,6,7
PO005373,SUP016,SKU0306,328,311,9,1
PO005374,SUP022,SKU0008,97,97,9,0
PO005375,SUP004,SKU0274,313,308,4,4
PO005376,SUP002,SKU0943,136,126,2,0
PO005377,SUP022,SKU0452,136,117,10,4
PO005378,SUP004,SKU0663,128,117,11,2
PO005379,SUP014,SKU0496,37,27,5,4
PO005380,SUP008,SKU0396,438,427,14,6
PO005381,SUP020,SKU0868,89,80,12,2
PO005382,SUP014,SKU0597,201,190,3,7
PO005383,SUP027,SKU0207,236,222,13,4
PO005384,SUP020,SKU0430,293,282,8,1
PO005385,SUP008,SKU0869,487,481,11,3
PO005386,SUP011,SKU0828,371,363,10,7
PO005387,SUP012,SKU0732,414,404,6,8
PO005388,SUP013,SKU0643,459,449,6,1
PO005389,SUP024,SKU0685,79,70,6,6
PO005390,SUP013,SKU0947,453,444,13,6
PO005391,SUP004,SKU0296,113,95,12,7
PO005392,SUP017,SKU0784,277,263,11,0
PO005393,SUP028,SKU0659,412,396,10,3
PO005394,SUP029,SKU0452,261,242,9,1
PO005395,SUP030,SKU0066,289,287,6,6
PO005396,SUP003,SKU0836,58,42,3,5
PO005397,SUP011,SKU0637,329,328,14,4
PO005398,SUP009,SKU0324,250,236,3,6
PO005399,SUP008,SKU0677,459,443,7,1
PO005400,SUP008,SKU0256,245,225,3,1
PO005401,SUP022,SKU0136,245,245,2,3
PO005402,SUP009,SKU0015,431,422,3,6
PO005403,SUP005,SKU0223,303,297,14,0
PO005404,SUP011,SKU0879,114,112,9,3
PO005405,SUP018,SKU0241,214,211,14,5
PO005406,SUP007,SKU0724,145,145,10,7
PO005407,SUP011,SKU0795,267,250,9,7
PO005408,SUP022,SKU0991,107,92,2,8
PO005409,SUP009,SKU0157,373,372,6,8
PO005410,SUP019,SKU0108,396,389,4,1
PO005411,SUP028,SKU0550,190,175,2,1
PO005412,SUP016,SKU0126,388,380,5,2
PO005413,SUP005,SKU0467,367,354,12,3
PO005414,SUP001,SKU0636,23,21,6,3
PO005415,SUP020,SKU0629,155,138,7,1
PO005416,SUP017,SKU0216,206,206,10,8
PO005417,SUP005,SKU0174,301,285,2,0
PO005418,SUP005,SKU0474,163,148,14,7
PO005419,SUP029,SKU0407,401,388,13,2
PO005420,SUP028,SKU0649,122,119,3,6
PO005421,SUP026,SKU0918,452,434,2,2
PO005422,SUP013,SKU0353,67,54,8,2
PO005423,SUP026,SKU0944,296,281,2,2
PO005424,SUP020,SKU0633,444,436,10,5
PO005425,SUP028,SKU0155,399,379,2,6
PO005426,SUP010,SKU0014,343,329,11,7
PO005427,SUP004,SKU0141,284,279,6,7
PO005428,SUP012,SKU0863,198,192,9,1
PO005429,SUP010,SKU0249,364,364,13,0
PO005430,SUP017,SKU0806,56,37,13,7
PO005431,SUP024,SKU0360,248,238,4,1
PO005432,SUP025,SKU0658,385,381,3,5
PO005433,SUP007,SKU0578,235,229,11,4
PO005434,SUP024,SKU0051,478,472,4,6
PO005435,SUP026,SKU0655,398,391,12,5
PO005436,SUP003,SKU0707,293,274,6,1
PO005437,SUP016,SKU0381,167,166,11,3
PO005438,SUP003,SKU0340,469,459,2,4
PO005439,SUP019,SKU0057,50,40,4,0
PO005440,SUP004,SKU0280,66,51,11,4
PO005441,SUP020,SKU0755,333,326,14,3
PO005442,SUP003,SKU0399,307,293,8,8
PO005443,SUP018,SKU0428,242,238,2,5
PO005444,SUP004,SKU0731,454,444,2,7
PO005445,SUP003,SKU0475,24,24,3,5
PO005446,SUP014,SKU0519,102,88,10,2
PO005447,SUP020,SKU0034,223,208,13,8
PO005448,SUP006,SKU0732,73,58,11,0
PO005449,SUP026,SKU0089,261,241,2,0
PO005450,SUP023,SKU0380,487,486,12,7
PO005451,SUP006,SKU0028,373,355,5,2
PO005452,SUP003,SKU0323,177,160,7,5
PO005453,SUP006,SKU0624,273,257,4,2
PO005454,SUP007,SKU0747,77,63,3,1
PO005455,SUP003,SKU0150,142,131,6,0
PO005456,SUP006,SKU0460,115,105,6,8
PO005457,SUP029,SKU0538,54,44,10,2
PO005458,SUP006,SKU0830,389,381,12,1
PO005459,SUP017,SKU0707,338,336,11,1
PO005460,SUP002,SKU0669,174,174,3,6
PO005461,SUP014,SKU0164,446,438,11,3
PO005462,SUP018,SKU0151,443,426,12,3
PO005463,SUP002,SKU0671,292,278,4,8
PO005464,SUP027,SKU0216,53,35,14,8
PO005465,SUP006,SKU0325,318,313,9,8
PO005466,SUP024,SKU0230,102,96,3,6
PO005467,SUP029,SKU0690,178,165,3,0
PO005468,SUP002,SKU0287,450,437,8,6
PO005469,SUP001,SKU0004,110,107,11,8
PO005470,SUP016,SKU0205,426,411,6,7
PO005471,SUP023,SKU0502,284,266,7,5
PO005472,SUP020,SKU0720,148,134,10,5
PO005473,SUP016,SKU0876,140,132,9,0
PO005474,SUP024,SKU0529,180,164,3,7
PO005475,SUP003,SKU0446,206,201,2,7
PO005476,SUP018,SKU0893,241,241,6,0
PO005477,SUP018,SKU0482,165,159,10,1
PO005478,SUP010,SKU0152,20,8,10,4
PO005479,SUP022,SKU0045,211,192,6,3
PO005480,SUP024,SKU0251,193,192,9,8
PO005481,SUP028,SKU0484,338,321,12,5
PO005482,SUP029,SKU0255,458,440,13,5
PO005483,SUP023,SKU0942,387,373,14,2
PO005484,SUP017,SKU0256,453,449,3,1
PO005485,SUP022,SKU0477,92,92,6,5
PO005486,SUP029,SKU0675,380,364,2,2
PO005487,SUP002,SKU0755,234,231,7,0
PO005488,SUP005,SKU0475,106,93,5,8
PO005489,SUP011,SKU0990,259,249,6,5
PO005490,SUP019,SKU0421,291,280,3,2
PO005491,SUP003,SKU0173,371,352,3,8
PO005492,SUP025,SKU0252,275,264,12,4
PO005493,SUP006,SKU0402,78,72,3,3
PO005494,SUP011,SKU0809,305,297,13,5
PO005495,SUP005,SKU0034,435,419,7,0
PO005496,SUP029,SKU0474,174,173,9,4
PO005497,SUP021,SKU0635,464,462,8,6
PO005498,SUP006,SKU0342,364,362,8,7
PO005499,SUP003,SKU0018,485,475,3,0
PO005500,SUP025,SKU0156,151,137,8,3
PO005501,SUP023,SKU0399,308,296,9,6
PO005502,SUP026,SKU0635,393,383,4,1
PO005503,SUP002,SKU0199,459,448,5,0
PO005504,SUP008,SKU0966,163,148,10,2
PO005505,SUP030,SKU0867,281,279,10,3
PO005506,SUP008,SKU0513,222,217,6,4
PO005507,SUP027,SKU0944,271,252,12,5
PO005508,SUP016,SKU0514,300,294,11,3
PO005509,SUP014,SKU0983,316,314,3,0
PO005510,SUP020,SKU0750,327,318,2,2
PO005511,SUP029,SKU0537,365,358,7,3
PO005512,SUP019,SKU0619,250,246,12,7
PO005513,SUP029,SKU0783,55,41,9,4
PO005514,SUP027,SKU0924,375,361,12,7
PO005515,SUP025,SKU0351,458,439,8,0
PO005516,SUP003,SKU0958,180,160,8,6
PO005517,SUP004,SKU0387,414,395,13,1
PO005518,SUP011,SKU0404,34,14,2,6
PO005519,SUP006,SKU0774,401,392,2,1
PO005520,SUP030,SKU0287,242,237,6,1
PO005521,SUP004,SKU0615,388,385,6,2
PO005522,SUP017,SKU0223,281,266,10,5
PO005523,SUP016,SKU0572,456,449,6,3
PO005524,SUP030,SKU0255,480,467,3,0
PO005525,SUP028,SKU0349,24,23,7,7
PO005526,SUP002,SKU0108,469,449,13,0
PO005527,SUP006,SKU0118,262,258,11,6
PO005528,SUP008,SKU0225,460,452,13,5
PO005529,SUP019,SKU0269,198,193,14,6
PO005530,SUP008,SKU0678,109,97,10,0
PO005531,SUP012,SKU0665,386,373,14,0
PO005532,SUP028,SKU0362,353,334,3,2
PO005533,SUP016,SKU0814,118,103,2,7
PO005534,SUP021,SKU0646,389,389,7,5
PO005535,SUP024,SKU0744,72,57,13,6
PO005536,SUP005,SKU0893,495,480,8,2
PO005537,SUP007,SKU0800,299,286,2,6
PO005538,SUP026,SKU0583,224,222,6,7
PO005539,SUP003,SKU0711,294,285,6,6
PO005540,SUP009,SKU0519,311,292,9,3
PO005541,SUP027,SKU0459,108,88,4,0
PO005542,SUP020,SKU0139,70,54,12,5
PO005543,SUP016,SKU0603,57,55,12,2
PO005544,SUP022,SKU0085,48,34,9,5
PO005545,SUP012,SKU0108,266,256,7,1
PO005546,SUP020,SKU0076,432,430,6,6
PO005547,SUP003,SKU0191,185,182,8,3
PO005548,SUP008,SKU0662,131,113,14,4
PO005549,SUP014,SKU0779,272,259,12,4
PO005550,SUP016,SKU0899,281,281,8,2
PO005551,SUP029,SKU0974,408,400,7,8
PO005552,SUP007,SKU0911,163,154,10,5
PO005553,SUP015,SKU0746,31,14,7,5
PO005554,SUP030,SKU0292,25,7,3,8
PO005555,SUP030,SKU0031,54,43,11,2
PO005556,SUP016,SKU0341,465,445,11,0
PO005557,SUP008,SKU0382,289,279,9,0
PO005558,SUP002,SKU0955,148,137,4,8
PO005559,SUP010,SKU0618,61,53,11,6
PO005560,SUP026,SKU0361,46,26,14,2
PO005561,SUP029,SKU0226,425,419,9,2
PO005562,SUP029,SKU0640,38,33,9,8
PO005563,SUP008,SKU0934,337,331,2,0
PO005564,SUP025,SKU0233,277,261,4,8
PO005565,SUP023,SKU0675,329,314,7,1
PO005566,SUP019,SKU0733,388,384,11,3
PO005567,SUP030,SKU0409,449,436,7,2
PO005568,SUP019,SKU0629,37,28,14,2
PO005569,SUP023,SKU0254,155,150,5,8
PO005570,SUP021,SKU0976,495,495,13,0
PO005571,SUP027,SKU0138,181,165,2,6
PO005572,SUP002,SKU0995,40,38,2,4
PO005573,SUP008,SKU0539,428,419,9,5
PO005574,SUP020,SKU0937,421,416,7,2
PO005575,SUP027,SKU0315,483,468,10,5
PO005576,SUP010,SKU0692,56,52,9,2
PO005577,SUP003,SKU0623,396,396,2,4
PO005578,SUP021,SKU0262,170,170,4,4
PO005579,SUP025,SKU0213,108,95,2,6
PO005580,SUP018,SKU0616,436,424,14,4
PO005581,SUP023,SKU0558,166,165,13,4
PO005582,SUP005,SKU0220,34,15,14,4
PO005583,SUP030,SKU0285,322,319,5,7
PO005584,SUP021,SKU0954,439,432,7,8
PO005585,SUP014,SKU0764,176,160,10,4
PO005586,SUP027,SKU0861,492,479,5,5
PO005587,SUP011,SKU0823,183,169,10,5
PO005588,SUP030,SKU0016,83,68,5,2
PO005589,SUP019,SKU0412,461,450,8,0
PO005590,SUP029,SKU0980,140,131,13,5
PO005591,SUP024,SKU0478,336,319,10,6
PO005592,SUP012,SKU0464,264,261,14,4
PO005593,SUP003,SKU0500,89,69,10,2
PO005594,SUP023,SKU0194,391,371,13,1
PO005595,SUP002,SKU0691,265,259,9,1
PO005596,SUP006,SKU0580,344,336,2,2
PO005597,SUP025,SKU0618,437,421,14,1
PO005598,SUP028,SKU0979,425,423,9,6
PO005599,SUP006,SKU0523,102,88,8,7
PO005600,SUP007,SKU0618,476,469,12,4
PO005601,SUP017,SKU0487,130,113,5,3
PO005602,SUP001,SKU0869,225,221,6,8
PO005603,SUP013,SKU0199,179,165,14,3
PO005604,SUP016,SKU0562,443,433,5,0
PO005605,SUP028,SKU0389,58,43,6,3
PO005606,SUP012,SKU0695,459,443,3,7
PO005607,SUP006,SKU0409,83,64,9,1
PO005608,SUP007,SKU0529,162,162,9,8
PO005609,SUP014,SKU0821,22,6,5,1
PO005610,SUP009,SKU0772,180,163,4,4
PO005611,SUP015,SKU0310,307,305,4,6
PO005612,SUP007,SKU0532,201,182,4,2
PO005613,SUP025,SKU0944,355,339,10,0
PO005614,SUP018,SKU0385,354,348,11,0
PO005615,SUP003,SKU0002,293,281,14,7
PO005616,SUP022,SKU0154,295,287,8,3
PO005617,SUP009,SKU0625,95,92,13,4
PO005618,SUP004,SKU0455,25,18,7,7
PO005619,SUP012,SKU0773,441,435,4,6
PO005620,SUP001,SKU0542,410,397,5,2
PO005621,SUP027,SKU0890,408,400,8,7
PO005622,SUP018,SKU0347,89,72,9,8
PO005623,SUP026,SKU0825,162,162,12,2
PO005624,SUP007,SKU0497,354,349,11,6
PO005625,SUP009,SKU0605,103,88,4,5
PO005626,SUP021,SKU0580,116,99,8,7
PO005627,SUP017,SKU0501,173,155,13,6
PO005628,SUP027,SKU0535,134,121,9,1
PO005629,SUP019,SKU0577,470,459,9,2
PO005630,SUP008,SKU0523,229,214,11,6
PO005631,SUP007,SKU0122,375,359,14,8
PO005632,SUP021,SKU0761,498,491,11,7
PO005633,SUP029,SKU0594,450,430,4,6
PO005634,SUP023,SKU0487,340,336,7,0
PO005635,SUP002,SKU0652,443,426,2,3
PO005636,SUP010,SKU0740,320,320,2,6
PO005637,SUP021,SKU0976,186,178,13,6
PO005638,SUP003,SKU0884,465,458,5,5
PO005639,SUP009,SKU0274,263,244,13,3
PO005640,SUP015,SKU0227,284,268,4,8
PO005641,SUP005,SKU0829,144,140,6,3
PO005642,SUP029,SKU0981,119,119,8,8
PO005643,SUP018,SKU0058,299,297,7,2
PO005644,SUP015,SKU0721,245,232,5,0
PO005645,SUP003,SKU0364,277,276,11,3
PO005646,SUP030,SKU0965,281,272,5,2
PO005647,SUP024,SKU0633,25,22,5,8
PO005648,SUP023,SKU0838,51,35,9,7
PO005649,SUP021,SKU0426,381,381,3,3
PO005650,SUP005,SKU0268,231,220,2,2
PO005651,SUP017,SKU0669,45,32,13,1
PO005652,SUP023,SKU0572,247,239,7,2
PO005653,SUP001,SKU0081,304,295,14,7
PO005654,SUP014,SKU0497,79,68,10,7
PO005655,SUP023,SKU0920,436,426,9,7
PO005656,SUP010,SKU0160,112,100,3,6
PO005657,SUP022,SKU0344,247,232,13,6
PO005658,SUP006,SKU0241,498,481,9,3
PO005659,SUP010,SKU0914,337,328,8,1
PO005660,SUP009,SKU0589,418,414,5,4
PO005661,SUP004,SKU0328,338,320,3,7
PO005662,SUP006,SKU0683,23,11,11,6
PO005663,SUP017,SKU0563,195,183,14,2
PO005664,SUP027,SKU0022,417,407,5,8
PO005665,SUP007,SKU0587,367,365,5,4
PO005666,SUP011,SKU0950,476,476,14,4
PO005667,SUP018,SKU0258,193,177,11,8
