Date,Warehouse,SKU,Current_Stock,Reorder_Level,Max_Stock,Damaged_Qty,Holding_Cost
2024-03-24,KK,SKU0237,365,45,310,5,43.8
2025-09-06,Penang,SKU0701,726,62,419,9,87.12
2025-12-26,KK,SKU0501,281,88,329,1,33.72
2025-12-23,Kuching,SKU0991,702,28,397,6,84.24
2025-03-30,Ipoh,SKU0701,160,74,563,1,19.2
2025-09-23,KK,SKU0860,766,35,352,4,91.92
2025-09-19,Melaka,SKU0343,229,54,336,5,27.48
2025-10-18,Melaka,SKU0074,785,65,324,1,94.2
2025-06-26,Melaka,SKU0627,412,76,297,0,49.44
2024-07-30,Ipoh,SKU0936,51,92,569,8,6.12
2024-04-22,Melaka,SKU0838,188,27,225,0,22.56
2025-08-12,KK,SKU0088,776,61,494,10,93.12
2024-05-28,Penang,SKU0159,176,55,423,4,21.12
2024-11-08,Penang,SKU0778,554,47,392,6,66.48
2025-08-04,Kuching,SKU0421,566,26,349,10,67.92
2025-10-10,Shah Alam,SKU0711,50,30,270,0,6.0
2024-11-03,Shah Alam,SKU0813,208,45,181,5,24.96
2024-09-04,Ipoh,SKU0892,224,76,445,6,26.88
2024-04-16,Ipoh,SKU0410,764,82,349,4,91.68
2024-12-19,Kuantan,SKU0280,426,22,421,2,51.12
2025-09-21,Melaka,SKU0914,402,25,373,4,48.24
2025-10-10,Penang,SKU0954,765,71,424,2,91.8
2024-07-30,Melaka,SKU0050,644,62,518,4,77.28
2024-04-19,Penang,SKU0640,587,28,491,8,70.44
2025-03-31,Penang,SKU0841,357,72,428,5,42.84
2024-03-28,Ipoh,SKU0756,43,41,305,10,5.16
2025-07-24,Kuantan,SKU0859,672,47,157,10,80.64
2024-11-23,Penang,SKU0510,464,63,208,2,55.68
2024-09-23,Kuantan,SKU0396,186,73,483,5,22.32
2024-09-30,Kuching,SKU0408,489,85,568,6,58.68
2025-09-16,Shah Alam,SKU0003,456,91,437,5,54.72
2025-12-14,Johor,SKU0085,682,92,502,8,81.84
2025-01-18,Ipoh,SKU0067,467,81,216,2,56.04
2024-11-02,Johor,SKU0587,693,55,312,9,83.16
2024-07-29,Johor,SKU0800,169,63,382,4,20.28
2025-06-16,Kuantan,SKU0635,554,42,406,10,66.48
2025-05-02,Kuching,SKU0345,678,93,418,7,81.36
2024-11-22,Shah Alam,SKU0445,358,68,414,0,42.96
2025-09-19,Kuching,SKU0371,333,58,490,3,39.96
2025-03-18,KK,SKU0654,313,48,484,7,37.56
2025-07-31,Penang,SKU0105,344,72,244,0,41.28
2025-09-19,Shah Alam,SKU0850,596,54,403,6,71.52
2024-11-01,Johor,SKU0970,710,50,327,3,85.2
2025-04-22,Johor,SKU0369,607,79,205,10,72.84
2024-12-07,Kuching,SKU0049,112,35,371,7,13.44
2025-09-21,Kuching,SKU0880,234,56,279,10,28.08
2025-12-11,KK,SKU0074,675,53,221,2,81.0
2025-05-27,Ipoh,SKU0361,374,79,384,4,44.88
2024-10-03,KK,SKU0107,228,63,321,1,27.36
2025-10-26,Ipoh,SKU0403,546,62,401,3,65.52
2024-06-04,Kuantan,SKU0635,681,60,234,8,81.72
2025-07-19,Shah Alam,SKU0376,381,64,560,10,45.72
2025-05-12,Kuching,SKU0768,596,64,413,5,71.52
2025-10-31,Melaka,SKU0951,513,32,338,0,61.56
2025-10-05,Johor,SKU0160,543,53,550,3,65.16
2024-08-06,Kuching,SKU0421,171,50,377,0,20.52
2024-04-14,Kuching,SKU0308,18,79,384,9,2.16
2024-09-17,KK,SKU1000,455,32,474,9,54.6
2024-10-24,Johor,SKU0501,737,51,435,5,88.44
2024-12-14,Shah Alam,SKU0731,327,93,458,3,39.24
2025-02-16,Shah Alam,SKU0512,290,67,229,7,34.8
2025-02-01,Johor,SKU0027,195,97,206,1,23.4
2025-11-25,Shah Alam,SKU0472,356,98,535,0,42.72
2024-02-06,Melaka,SKU0777,107,76,411,9,12.84
2025-08-11,Shah Alam,SKU0810,661,54,404,8,79.32
2024-07-01,Ipoh,SKU0443,717,96,356,10,86.04
2024-04-22,Ipoh,SKU0101,407,39,435,3,48.84
2025-03-10,KK,SKU0681,562,94,399,10,67.44
2025-03-14,KK,SKU0256,361,45,267,5,43.32
2025-12-21,Melaka,SKU0901,689,65,188,7,82.68
2024-05-16,Kuantan,SKU0060,465,36,274,1,55.8
2024-12-19,Johor,SKU0991,218,49,534,3,26.16
2024-10-05,Kuantan,SKU0627,7,29,153,9,0.84
2025-05-19,Kuching,SKU0480,317,41,455,3,38.04
2024-11-17,KK,SKU0443,414,48,512,9,49.68
2025-12-12,Kuching,SKU0424,452,28,394,0,54.24
2025-11-11,Shah Alam,SKU0201,720,21,354,10,86.4
2025-10-05,Melaka,SKU0739,233,66,352,8,27.96
2024-01-26,Penang,SKU0834,157,69,344,2,18.84
2024-08-30,KK,SKU0972,685,73,475,4,82.2
2024-05-24,Melaka,SKU0725,797,28,347,9,95.64
2025-11-19,Penang,SKU0107,90,36,236,2,10.8
2025-11-04,Penang,SKU0078,270,100,365,2,32.4
2024-04-20,KK,SKU0825,386,30,458,8,46.32
2025-09-25,Kuching,SKU0582,150,62,363,5,18.0
2025-10-06,Kuching,SKU0463,270,100,393,5,32.4
2025-01-18,Ipoh,SKU0717,219,43,286,4,26.28
2025-06-17,Johor,SKU0947,78,34,529,8,9.36
2024-03-28,Kuantan,SKU0682,782,63,358,7,93.84
2025-12-04,Ipoh,SKU0193,523,22,195,0,62.76
2024-04-12,Kuantan,SKU0212,565,89,416,6,67.8
2025-07-03,Kuching,SKU0526,308,32,386,1,36.96
2024-06-18,Shah Alam,SKU0267,391,37,175,4,46.92
2024-07-22,Kuantan,SKU0678,534,51,316,4,64.08
2024-04-23,Penang,SKU0999,61,32,358,2,7.32
2024-01-12,Kuantan,SKU0555,212,69,169,8,25.44
2024-10-25,KK,SKU0494,796,70,417,0,95.52
2025-03-07,KK,SKU0750,586,21,343,1,70.32
2025-04-21,Melaka,SKU0995,556,50,223,9,66.72
2025-03-07,KK,SKU0383,2,81,533,1,0.24
2024-04-06,KK,SKU0652,426,43,218,0,51.12
2025-06-12,Melaka,SKU0289,558,87,474,0,66.96
2025-05-28,Melaka,SKU0673,306,33,427,3,36.72
2025-01-31,Kuching,SKU0046,231,40,475,5,27.72
2025-09-21,Melaka,SKU0815,410,52,391,4,49.2
2024-03-26,Melaka,SKU0112,602,98,216,5,72.24
2025-09-15,Shah Alam,SKU0736,701,49,347,4,84.12
2025-08-01,KK,SKU0816,582,24,454,0,69.84
2024-12-10,Johor,SKU0235,305,36,497,9,36.6
2024-05-06,Johor,SKU0462,699,26,503,5,83.88
2024-07-11,Melaka,SKU0573,587,32,410,2,70.44
2024-01-12,KK,SKU0594,400,79,320,2,48.0
2024-03-09,Kuantan,SKU0121,340,51,477,6,40.8
2024-06-24,Melaka,SKU0747,141,63,164,2,16.92
2025-08-08,Shah Alam,SKU0179,115,74,455,8,13.8
2025-06-10,Shah Alam,SKU0467,375,55,227,9,45.0
2025-07-12,Kuantan,SKU0238,203,67,554,8,24.36
2025-11-29,Johor,SKU0848,305,44,146,6,36.6
2024-11-30,Johor,SKU0371,459,50,395,4,55.08
2025-08-10,Kuantan,SKU0347,259,68,563,5,31.08
2024-03-24,Kuching,SKU0126,26,40,164,1,3.12
2024-07-12,Johor,SKU0155,556,51,443,5,66.72
2025-12-24,KK,SKU0377,525,94,483,9,63.0
2025-09-09,KK,SKU0013,225,63,214,7,27.0
2025-05-12,Shah Alam,SKU0952,504,30,228,0,60.48
2025-04-07,Shah Alam,SKU0354,420,84,477,4,50.4
2025-12-16,Melaka,SKU0076,132,52,154,5,15.84
2025-07-07,Kuantan,SKU0096,401,52,541,10,48.12
2024-11-24,Kuantan,SKU0647,568,95,317,7,68.16
2024-04-28,KK,SKU0395,572,53,544,6,68.64
2024-03-03,Shah Alam,SKU0469,475,75,373,4,57.0
2025-11-02,KK,SKU0230,317,61,507,10,38.04
2025-10-16,KK,SKU0685,238,30,519,3,28.56
2024-06-30,Kuching,SKU0046,233,48,445,6,27.96
2024-12-07,KK,SKU0767,739,77,312,5,88.68
2024-11-05,Kuching,SKU0120,798,20,393,0,95.76
2024-08-10,Johor,SKU0601,310,76,453,1,37.2
2024-12-15,Kuching,SKU0353,396,22,205,7,47.52
2025-08-20,Ipoh,SKU0053,465,96,492,4,55.8
2024-04-30,Johor,SKU0823,488,72,227,0,58.56
2025-02-05,Kuching,SKU0496,589,80,410,5,70.68
2025-03-04,Ipoh,SKU0297,689,64,400,2,82.68
2024-06-04,Penang,SKU0525,578,78,376,10,69.36
2025-06-03,Ipoh,SKU0591,215,57,294,10,25.8
2025-08-16,Shah Alam,SKU0026,776,46,457,8,93.12
2025-06-25,Ipoh,SKU0265,701,68,547,6,84.12
2025-08-27,Penang,SKU0012,444,68,500,6,53.28
2024-05-15,Melaka,SKU0070,223,86,586,8,26.76
2025-03-29,KK,SKU0488,34,99,432,7,4.08
2024-02-11,Kuantan,SKU0611,383,79,470,9,45.96
2025-01-20,Kuantan,SKU0915,416,38,392,7,49.92
2024-03-12,Johor,SKU0604,188,76,204,7,22.56
2024-05-06,Penang,SKU0778,244,65,448,9,29.28
2025-11-07,Shah Alam,SKU0430,176,43,351,8,21.12
2024-10-21,Kuantan,SKU0991,668,41,224,3,80.16
2024-02-23,Penang,SKU0198,700,50,260,9,84.0
2024-10-13,Melaka,SKU0604,235,52,163,6,28.2
2025-01-21,Kuching,SKU0834,725,23,485,3,87.0
2025-09-18,Ipoh,SKU0697,2,71,506,2,0.24
2025-07-04,Melaka,SKU0196,349,76,341,2,41.88
2024-05-19,Ipoh,SKU0614,312,31,255,7,37.44
2025-01-26,Kuching,SKU0733,49,24,253,8,5.88
2024-10-21,KK,SKU0908,569,63,562,5,68.28
2025-08-15,Shah Alam,SKU0252,109,34,265,2,13.08
2024-05-26,Shah Alam,SKU0371,358,59,324,3,42.96
2024-11-05,Penang,SKU0998,454,72,358,5,54.48
2025-07-24,Melaka,SKU0820,30,81,462,8,3.6
2025-02-10,Shah Alam,SKU0653,457,89,536,2,54.84
2024-05-13,Penang,SKU0044,234,95,257,3,28.08
2024-02-05,Johor,SKU0910,76,81,499,5,9.12
2024-08-01,Penang,SKU0574,410,73,449,7,49.2
2024-06-12,KK,SKU0580,537,81,284,1,64.44
2025-08-04,Ipoh,SKU0258,161,59,368,2,19.32
2025-11-13,Melaka,SKU0591,115,80,338,4,13.8
2024-08-28,Kuantan,SKU0118,437,21,510,2,52.44
2024-01-07,KK,SKU0555,570,84,186,0,68.4
2024-07-02,KK,SKU0332,80,25,284,5,9.6
2024-01-22,Penang,SKU0702,81,39,487,2,9.72
2024-03-25,KK,SKU0749,720,20,304,4,86.4
2025-02-11,Kuching,SKU0376,278,28,399,7,33.36
2024-02-26,Kuching,SKU0635,140,28,335,6,16.8
2025-10-27,Shah Alam,SKU0135,477,60,559,1,57.24
2025-11-28,KK,SKU0365,175,71,300,4,21.0
2025-02-11,Shah Alam,SKU0175,52,49,395,8,6.24
2024-10-26,Kuantan,SKU0931,785,63,266,0,94.2
2025-05-20,Penang,SKU0587,381,84,305,8,45.72
2025-12-25,Shah Alam,SKU0222,407,88,406,0,48.84
2024-12-09,KK,SKU0815,90,53,457,2,10.8
2025-05-12,Johor,SKU0235,137,71,308,10,16.44
2025-12-21,Johor,SKU0545,350,84,501,10,42.0
2025-01-08,Shah Alam,SKU0472,7,32,501,1,0.84
2025-09-15,KK,SKU0580,442,83,525,2,53.04
2024-12-24,Johor,SKU0029,632,36,428,2,75.84
2024-06-07,Ipoh,SKU0048,122,91,255,3,14.64
2025-08-01,KK,SKU0233,721,39,140,4,86.52
2025-05-03,Ipoh,SKU0590,662,45,403,2,79.44
2025-07-02,Ipoh,SKU0608,105,63,328,1,12.6
2025-09-10,KK,SKU0080,439,47,189,4,52.68
2025-04-22,Ipoh,SKU0616,168,22,357,4,20.16
2024-07-06,Kuching,SKU0713,113,59,446,7,13.56
2025-02-25,Penang,SKU0847,243,94,391,2,29.16
2025-06-13,Kuantan,SKU0355,615,30,484,1,73.8
2025-04-26,KK,SKU0183,307,93,313,10,36.84
2025-05-06,Penang,SKU0445,725,79,563,4,87.0
2024-07-21,Ipoh,SKU0305,195,59,314,9,23.4
2025-05-22,Penang,SKU0919,473,86,495,6,56.76
2024-12-11,Melaka,SKU0371,487,34,519,4,58.44
2024-06-09,Shah Alam,SKU0229,530,25,515,3,63.6
2025-10-18,Kuching,SKU0277,546,22,186,4,65.52
2024-02-21,Shah Alam,SKU0483,595,73,542,0,71.4
2025-09-07,Johor,SKU0582,293,21,335,5,35.16
2025-03-01,Penang,SKU0495,233,81,328,2,27.96
2024-05-08,Ipoh,SKU0416,391,37,270,9,46.92
2025-02-26,Kuantan,SKU0158,33,48,175,9,3.96
2025-10-06,Shah Alam,SKU0779,86,54,205,10,10.32
2024-09-04,Johor,SKU0341,151,79,542,1,18.12
2024-07-05,Melaka,SKU0771,471,43,302,1,56.52
2025-03-07,Shah Alam,SKU0265,503,62,167,10,60.36
2024-05-08,Kuantan,SKU0068,534,54,265,5,64.08
2025-04-04,Kuching,SKU0626,540,54,237,2,64.8
2025-10-24,Ipoh,SKU0590,551,51,466,6,66.12
2025-05-03,Johor,SKU0701,425,81,361,3,51.0
2024-06-21,Penang,SKU0884,609,22,342,2,73.08
2024-08-29,Melaka,SKU0760,308,79,345,0,36.96
2024-05-26,Shah Alam,SKU0044,736,45,439,0,88.32
2025-03-18,Kuching,SKU0721,651,27,359,6,78.12
2024-11-04,Penang,SKU0070,660,59,390,8,79.2
2024-11-21,Kuching,SKU0501,255,61,498,0,30.6
2025-10-18,Kuantan,SKU0732,290,42,205,6,34.8
2024-05-27,Shah Alam,SKU0635,504,96,572,6,60.48
2025-08-07,Kuantan,SKU0454,372,54,472,3,44.64
2025-02-13,Shah Alam,SKU0314,236,93,334,5,28.32
2024-07-06,Ipoh,SKU0875,217,95,284,8,26.04
2024-12-08,KK,SKU0481,571,48,249,3,68.52
2024-08-14,Kuantan,SKU0848,523,32,142,7,62.76
2024-09-11,Kuantan,SKU0239,283,63,188,2,33.96
2024-04-13,Penang,SKU0236,433,59,237,4,51.96
2024-01-23,Ipoh,SKU0777,487,52,249,7,58.44
2024-08-23,Ipoh,SKU0162,56,50,172,5,6.72
2024-02-19,Penang,SKU0938,74,71,298,2,8.88
2025-05-14,Johor,SKU0335,98,23,310,5,11.76
2024-02-25,Kuching,SKU0333,547,83,507,0,65.64
2025-10-25,Kuching,SKU0280,155,39,313,6,18.6
2025-08-30,Penang,SKU0313,72,30,320,5,8.64
2024-11-24,Kuantan,SKU0877,89,36,397,0,10.68
2024-03-18,Johor,SKU0964,497,86,313,5,59.64
2024-08-16,Kuching,SKU0926,21,64,476,4,2.52
2025-09-23,KK,SKU0954,780,28,184,5,93.6
2025-01-01,KK,SKU0709,509,60,222,6,61.08
2025-06-11,Penang,SKU0443,236,42,284,6,28.32
2024-05-03,Melaka,SKU0252,17,75,243,1,2.04
2025-11-03,Ipoh,SKU0688,685,88,554,6,82.2
2024-01-10,Shah Alam,SKU0244,323,36,370,6,38.76
2024-02-12,Kuching,SKU0963,74,60,238,0,8.88
2025-11-06,Melaka,SKU0322,621,91,447,5,74.52
2025-09-01,KK,SKU0684,667,73,408,1,80.04
2025-12-10,Melaka,SKU0314,194,47,159,8,23.28
2024-02-08,Johor,SKU0044,763,95,217,1,91.56
2024-04-08,Shah Alam,SKU0939,291,73,548,3,34.92
2025-06-09,Johor,SKU0615,152,82,457,9,18.24
2025-02-04,Johor,SKU0213,39,55,352,3,4.68
2025-02-21,KK,SKU0569,535,34,496,8,64.2
2025-06-24,Ipoh,SKU0752,360,31,346,9,43.2
2024-02-06,Melaka,SKU0047,358,100,371,6,42.96
2024-06-13,Melaka,SKU0777,570,88,433,2,68.4
2025-05-05,Penang,SKU0537,35,21,486,7,4.2
2024-04-24,Kuching,SKU0161,1,90,419,2,0.12
2024-08-03,Ipoh,SKU0648,197,78,393,4,23.64
2024-08-16,Shah Alam,SKU0019,477,86,459,3,57.24
2025-09-10,KK,SKU0051,787,71,437,9,94.44
2025-01-15,Johor,SKU0599,643,92,520,4,77.16
2025-07-15,Kuantan,SKU0355,290,97,407,7,34.8
2025-01-31,KK,SKU0914,81,53,287,9,9.72
2025-06-23,Melaka,SKU0037,445,68,398,5,53.4
2025-05-18,Johor,SKU0071,574,63,206,6,68.88
2024-02-16,Ipoh,SKU0312,362,75,517,9,43.44
2024-07-31,Kuching,SKU0815,374,71,298,1,44.88
2025-11-02,KK,SKU0516,49,100,307,9,5.88
2024-02-03,Penang,SKU0955,150,22,300,8,18.0
2024-12-05,Kuantan,SKU0855,354,74,296,7,42.48
2024-09-04,Shah Alam,SKU0721,488,81,527,3,58.56
2025-12-05,KK,SKU0102,387,83,238,9,46.44
2024-04-20,Ipoh,SKU0802,164,73,317,8,19.68
2024-01-13,Johor,SKU0493,689,39,212,4,82.68
2025-01-18,Kuching,SKU0681,58,37,309,5,6.96
2024-12-16,Kuching,SKU0025,673,27,429,0,80.76
2025-11-12,Kuantan,SKU0520,762,24,414,7,91.44
2024-08-30,KK,SKU0412,646,78,247,4,77.52
2024-08-07,Shah Alam,SKU0387,99,70,273,4,11.88
2025-11-18,Shah Alam,SKU0255,538,48,162,0,64.56
2024-08-16,Ipoh,SKU0595,81,57,237,9,9.72
2024-01-19,KK,SKU0315,633,48,502,4,75.96
2025-08-02,Melaka,SKU0109,448,92,352,4,53.76
2024-06-05,KK,SKU0424,772,69,523,3,92.64
2025-09-12,Melaka,SKU0368,,86,266,2,12.24
2024-12-01,Melaka,SKU0345,158,77,205,0,18.96
2024-02-08,Penang,SKU0170,130,51,265,4,15.6
2025-04-24,KK,SKU0040,381,68,220,2,45.72
2025-06-15,Shah Alam,SKU0369,80,67,301,1,9.6
2024-06-18,Shah Alam,SKU0946,528,100,372,1,63.36
2024-02-14,Johor,SKU0423,412,75,267,3,49.44
2025-06-23,Kuching,SKU0594,130,82,576,4,15.6
2024-02-04,Melaka,SKU0498,650,98,297,6,78.0
2025-04-30,Melaka,SKU0085,334,37,450,5,40.08
2024-11-06,Kuching,SKU0850,564,56,235,0,67.68
2025-12-11,Penang,SKU0149,163,53,281,8,19.56
2024-03-13,Kuantan,SKU0558,402,44,380,3,48.24
2025-01-10,Shah Alam,SKU0474,78,58,273,1,9.36
2024-02-02,Penang,SKU0858,112,88,382,10,13.44
2024-05-04,Kuching,SKU0390,646,95,257,9,77.52
2025-02-22,Shah Alam,SKU0781,254,93,389,1,30.48
2024-04-04,Johor,SKU0026,270,78,230,9,32.4
2024-11-18,Melaka,SKU0824,630,36,472,10,75.6
2025-05-12,Melaka,SKU0614,146,58,444,8,17.52
2024-10-23,Johor,SKU0686,795,47,170,3,95.4
2024-04-05,Kuantan,SKU0269,80,55,541,1,9.6
2025-07-29,Johor,SKU0529,106,34,293,0,12.72
2025-12-15,Kuantan,SKU0972,350,30,210,5,42.0
2025-08-24,Shah Alam,SKU0652,118,76,334,4,14.16
2025-01-04,Melaka,SKU0462,39,84,184,9,4.68
2025-01-30,KK,SKU0763,281,26,177,4,33.72
2025-06-23,Kuantan,SKU0677,515,78,213,0,61.8
2024-12-28,Melaka,SKU0203,107,53,292,5,12.84
2025-04-13,Ipoh,SKU0486,128,39,477,7,15.36
2025-04-10,Kuching,SKU0615,275,26,139,3,33.0
2024-09-21,KK,SKU0220,460,53,154,9,55.2
2025-09-15,Johor,SKU0966,235,51,513,3,28.2
2024-10-22,Johor,SKU0403,765,98,293,10,91.8
2024-01-05,Melaka,SKU0415,307,29,137,3,36.84
2024-12-25,Kuantan,SKU0172,436,77,210,10,52.32
2025-05-15,Melaka,SKU0570,46,64,287,1,5.52
2024-01-28,Melaka,SKU0702,37,30,459,5,4.44
2024-06-18,Ipoh,SKU0303,416,32,247,6,49.92
2024-01-22,Shah Alam,SKU0039,397,56,299,7,47.64
2025-04-20,Kuching,SKU0298,533,71,458,6,63.96
2025-06-15,Kuching,SKU0794,650,94,454,4,78.0
2024-01-13,Kuantan,SKU0530,71,79,386,1,8.52
2025-04-24,Shah Alam,SKU0026,54,78,563,1,6.48
2025-10-31,KK,SKU0456,497,48,308,9,59.64
2024-07-21,Kuantan,SKU0930,317,96,214,7,38.04
2024-03-16,KK,SKU0541,105,34,188,9,12.6
2024-02-23,Shah Alam,SKU0721,777,74,316,9,93.24
2024-10-01,Kuching,SKU0025,174,31,281,1,20.88
2025-08-29,Melaka,SKU0968,365,62,391,4,43.8
2025-11-12,Kuching,SKU0233,237,49,488,9,28.44
2025-01-18,Penang,SKU0748,416,63,280,9,49.92
2024-08-04,Kuantan,SKU0112,491,23,307,3,58.92
2024-11-14,Penang,SKU0929,1,27,323,10,0.12
2025-01-30,Johor,SKU0414,356,47,525,9,42.72
2024-08-29,Johor,SKU0490,663,78,410,3,79.56
2025-03-13,Penang,SKU0985,581,58,297,8,69.72
2024-07-19,Ipoh,SKU0508,734,39,408,6,88.08
2025-09-28,Penang,SKU0879,337,51,396,10,40.44
2025-04-09,Johor,SKU0832,397,90,323,1,47.64
2025-08-13,Kuantan,SKU0948,247,55,218,7,29.64
2025-03-26,Shah Alam,SKU0940,623,69,389,0,74.76
2025-10-18,Johor,SKU0375,372,91,435,3,44.64
2025-09-14,Penang,SKU0845,327,79,239,1,39.24
2024-01-26,Melaka,SKU0398,139,63,520,9,16.68
2025-01-14,Kuching,SKU0571,627,44,345,4,75.24
2025-07-01,KK,SKU0411,213,95,202,1,25.56
2025-10-23,Ipoh,SKU0962,303,100,384,7,36.36
2024-08-31,Kuching,SKU0006,236,96,534,2,28.32
2025-07-07,Melaka,SKU0487,712,32,335,9,85.44
2024-11-25,Penang,SKU0989,154,66,475,10,18.48
2025-09-28,Penang,SKU0057,337,23,322,0,40.44
2024-04-23,Shah Alam,SKU0008,49,30,172,5,5.88
2024-03-13,KK,SKU0435,75,73,271,8,9.0
2025-10-03,Johor,SKU0265,258,99,270,1,30.96
2024-02-18,Penang,SKU0876,236,20,455,3,28.32
2025-08-09,Shah Alam,SKU0544,310,68,559,10,37.2
2025-02-18,KK,SKU0704,725,91,256,3,87.0
2024-03-03,Kuching,SKU0691,223,29,469,4,26.76
2025-11-23,KK,SKU0542,127,83,504,3,15.24
2024-11-20,Melaka,SKU0644,422,66,201,9,50.64
2025-06-27,Penang,SKU0142,129,29,200,0,15.48
2025-06-22,Melaka,SKU0421,218,30,277,1,26.16
2025-10-15,Kuantan,SKU0493,393,28,142,2,47.16
2024-04-29,Melaka,SKU0195,423,53,464,3,50.76
2024-11-20,Johor,SKU0434,518,44,355,7,62.16
2024-09-06,Penang,SKU0445,280,21,236,9,33.6
2024-08-21,Penang,SKU0683,69,93,368,2,8.28
2025-10-12,Melaka,SKU0808,546,39,371,1,65.52
2024-09-03,KK,SKU0180,389,97,495,4,46.68
2024-11-24,Penang,SKU0620,639,92,287,5,76.68
2024-09-20,Kuching,SKU0190,629,73,327,10,75.48
2025-10-06,Melaka,SKU0533,285,51,543,8,34.2
2024-04-28,Johor,SKU0446,519,34,292,3,62.28
2024-09-20,Shah Alam,SKU0227,47,74,483,8,5.64
2025-05-26,KK,SKU0026,328,91,234,5,39.36
2025-08-31,Shah Alam,SKU0325,719,64,558,10,86.28
2025-05-08,KK,SKU0932,397,41,453,0,47.64
2024-04-10,Penang,SKU0176,364,93,201,4,43.68
2025-04-24,Penang,SKU0978,399,50,209,6,47.88
2025-02-08,Shah Alam,SKU0183,741,70,280,2,88.92
2024-10-31,Johor,SKU0195,331,85,459,0,39.72
2024-12-18,KK,SKU0180,637,60,399,3,76.44
2024-07-19,Ipoh,SKU0739,466,93,443,9,55.92
2024-03-10,Penang,SKU0324,781,64,294,7,93.72
2024-03-16,Johor,SKU0276,698,30,375,10,83.76
2024-01-13,Kuantan,SKU0222,400,78,541,8,48.0
2025-02-06,KK,SKU0436,151,65,385,1,18.12
2025-07-22,Kuching,SKU0106,164,66,539,2,19.68
2024-01-15,Shah Alam,SKU0211,212,23,308,6,25.44
2025-06-04,Penang,SKU0980,255,24,419,2,30.6
2024-05-22,KK,SKU0644,258,91,305,2,30.96
2025-04-28,Kuantan,SKU0819,113,25,167,2,13.56
2025-03-13,Ipoh,SKU0652,451,49,539,4,54.12
2024-07-07,Shah Alam,SKU0558,357,39,380,2,42.84
2025-04-04,Shah Alam,SKU0007,65,98,479,4,7.8
2024-09-16,Johor,SKU0142,557,80,403,10,66.84
2025-09-19,Melaka,SKU0734,164,82,572,3,19.68
2024-03-08,Penang,SKU0645,405,61,480,5,48.6
2025-12-01,Shah Alam,SKU0362,339,31,140,5,40.68
2025-06-09,Johor,SKU0907,82,24,440,4,9.84
2025-12-28,Penang,SKU0706,550,52,217,6,66.0
2025-12-07,Shah Alam,SKU0899,177,46,152,3,21.24
2024-05-17,Penang,SKU0429,10,77,300,5,1.2
2024-08-24,Shah Alam,SKU0040,157,87,548,3,18.84
2025-10-17,Kuching,SKU0686,278,38,239,7,33.36
2024-04-27,Melaka,SKU0339,209,93,585,9,25.08
2025-09-12,Johor,SKU0145,573,23,335,6,68.76
2025-03-12,Melaka,SKU0227,126,74,459,7,15.12
2024-01-10,Kuantan,SKU0745,692,59,264,0,83.04
2024-09-15,Johor,SKU0261,382,55,164,6,45.84
2024-09-27,KK,SKU0102,446,70,172,0,53.52
2024-10-24,Ipoh,SKU0703,559,56,438,0,67.08
2025-05-16,Melaka,SKU0103,337,32,285,2,40.44
2025-06-12,Shah Alam,SKU0595,422,41,441,2,50.64
2025-01-02,Shah Alam,SKU0303,98,35,297,0,11.76
2025-09-22,Melaka,SKU0670,624,72,222,3,74.88
2025-12-26,Ipoh,SKU0126,337,40,330,2,40.44
2024-05-16,Shah Alam,SKU0715,250,40,306,8,30.0
2025-04-11,KK,SKU0858,561,44,469,4,67.32
2024-02-28,Kuching,SKU0241,358,54,408,6,42.96
2025-09-02,Ipoh,SKU0179,348,45,168,1,41.76
2024-06-11,Ipoh,SKU0090,118,62,325,8,14.16
2025-04-19,KK,SKU0703,445,43,503,8,53.4
2025-02-15,Shah Alam,SKU0566,551,42,255,1,66.12
2025-08-24,Shah Alam,SKU0456,282,88,309,0,33.84
2025-06-03,Shah Alam,SKU0261,367,88,549,9,44.04
2025-03-18,Johor,SKU0483,120,89,347,2,14.4
2025-01-11,Ipoh,SKU0183,623,48,502,4,74.76
2025-09-02,Penang,SKU0677,748,66,189,5,89.76
2025-02-20,KK,SKU0755,361,92,356,7,43.32
2024-03-31,Johor,SKU0508,613,97,545,3,73.56
2025-07-15,Kuantan,SKU0805,459,95,204,4,55.08
2025-02-25,Penang,SKU0777,339,79,405,4,40.68
2024-03-30,Melaka,SKU0333,785,33,133,8,94.2
2025-08-07,KK,SKU0584,365,87,206,1,43.8
2024-07-04,Johor,SKU0900,356,41,538,3,42.72
2025-09-01,Melaka,SKU0207,388,86,217,0,46.56
2024-10-05,KK,SKU0938,526,45,366,10,63.12
2025-11-18,Kuantan,SKU0767,72,36,139,10,8.64
2025-02-03,Johor,SKU0943,507,55,534,1,60.84
2025-09-10,KK,SKU0766,252,93,488,9,30.24
2025-10-10,Ipoh,SKU0130,477,33,489,6,57.24
2024-08-04,KK,SKU0958,49,48,531,8,5.88
2024-05-29,Ipoh,SKU0904,531,65,540,10,63.72
2025-06-08,Melaka,SKU0987,574,98,460,10,68.88
2024-08-28,KK,SKU0108,559,53,355,3,67.08
2024-01-09,Shah Alam,SKU0053,728,92,432,3,87.36
2025-09-22,Kuching,SKU0509,601,56,556,4,72.12
2024-11-13,Kuching,SKU0321,473,52,208,0,56.76
2024-06-23,Melaka,SKU0463,412,94,263,6,49.44
