Sales_ID,Date,SKU,Warehouse,Quantity_Sold,Discount_Pct,Revenue
S014626,2024-10-27,SKU0441,Ipoh,19,5,6999.79
S014627,2024-08-18,SKU0090,Shah Alam,7,10,2792.35
S014628,2024-06-26,SKU0695,Melaka,6,5,2010.56
S014629,2025-05-21,SKU0011,Kuantan,5,5,1977.95
S014630,2025-03-14,SKU0050,Kuantan,11,0,2433.42
S014631,2025-07-10,SKU0615,Johor,19,10,5146.59
S014632,2025-11-24,SKU0434,Shah Alam,3,10,244.84
S014633,2024-05-07,SKU0365,Kuantan,17,0,1521.5
S014634,2025-08-19,SKU0980,KK,8,5,2721.48
S014635,2024-04-02,SKU0274,Shah Alam,8,0,1998.24
S014636,2025-06-06,SKU0257,Johor,8,0,210.8
S014637,2024-01-09,SKU0148,Shah Alam,2,15,122.14
S014638,2025-07-13,SKU0754,Kuantan,18,15,869.5
S014639,2025-04-17,SKU0486,Shah Alam,12,10,3688.63
S014640,2024-12-20,SKU0179,Kuantan,13,0,4193.28
S014641,2025-04-16,SKU0970,KK,16,0,7656.48
S014642,2024-07-30,SKU0321,Melaka,2,0,64.5
S014643,2025-04-25,SKU0215,Penang,16,15,3806.78
S014644,2025-03-18,SKU0802,Ipoh,9,10,622.57
S014645,2025-03-09,SKU0050,Kuantan,15,0,3318.3
S014646,2024-09-18,SKU0430,Shah Alam,4,15,1654.0
S014647,2024-06-01,SKU0471,Kuching,6,0,1143.0
S014648,2025-06-28,SKU0839,Penang,1,15,172.93
S014649,2025-02-25,SKU0898,Ipoh,9,0,3246.12
S014650,2024-12-19,SKU0100,Kuantan,11,0,2264.24
S014651,2024-10-28,SKU0228,KK,18,0,8236.44
S014652,2025-07-28,SKU0320,Kuching,4,0,595.16
S014653,2025-05-05,SKU0092,Kuching,16,15,5539.01
S014654,2024-10-09,SKU0101,Penang,3,10,1310.85
S014655,2025-04-27,SKU0694,Kuantan,17,5,1471.43
S014656,2025-06-24,SKU0554,KK,6,0,657.78
S014657,2024-06-12,SKU0460,Shah Alam,11,0,385.77
S014658,2025-03-28,SKU0631,Johor,2,0,664.44
S014659,2024-04-01,SKU0628,Kuching,15,10,6688.44
S014660,2025-07-02,SKU0492,Ipoh,4,15,1542.04
S014661,2025-03-29,SKU0944,Kuantan,2,5,124.15
S014662,2024-05-19,SKU0316,Ipoh,19,0,8413.96
S014663,2025-05-19,SKU0049,Kuantan,14,0,5679.38
S014664,2025-06-21,SKU0478,Ipoh,2,5,676.08
S014665,2025-10-08,SKU0293,Kuching,1,0,167.83
S014666,2024-09-21,SKU0966,Ipoh,10,15,901.0
S014667,2024-07-15,SKU0370,Johor,7,5,2602.01
S014668,2024-05-14,SKU0212,Penang,7,15,209.98
S014669,2024-09-22,SKU0968,Johor,17,10,5829.3
S014670,2025-07-04,SKU0984,KK,6,10,1437.16
S014671,2025-10-09,SKU0767,Kuantan,14,0,6002.5
S014672,2024-10-11,SKU0339,Kuching,10,5,2184.62
S014673,2024-02-01,SKU0720,Penang,15,15,642.47
S014674,2025-03-07,SKU0094,Penang,16,5,6190.5
S014675,2025-05-10,SKU0729,Johor,6,15,1978.8
S014676,2025-11-10,SKU0371,Johor,17,0,6844.54
S014677,2025-05-03,SKU0665,KK,4,0,1148.68
S014678,2024-03-01,SKU0066,Ipoh,1,5,323.81
S014679,2025-01-24,SKU0465,Penang,4,0,1020.16
S014680,2025-11-08,SKU0809,Johor,17,0,7972.66
S014681,2025-04-04,SKU0902,Melaka,3,10,865.11
S014682,2024-05-13,SKU0885,Shah Alam,4,10,749.7
S014683,2024-03-06,SKU0549,Shah Alam,11,0,3728.56
S014684,2024-10-29,SKU0170,Kuantan,14,15,1411.1
S014685,2025-03-18,SKU0623,Ipoh,4,0,1145.16
S014686,2025-05-08,SKU0798,Shah Alam,2,10,828.36
S014687,2025-05-18,SKU0467,KK,19,15,4959.18
S014688,2024-10-31,SKU0316,Ipoh,17,0,7528.28
S014689,2025-04-12,SKU0895,Shah Alam,1,0,255.23
S014690,2025-10-21,SKU0785,Ipoh,15,15,2119.69
S014691,2024-10-26,SKU0926,Kuching,19,0,3268.0
S014692,2025-06-15,SKU0886,Penang,13,15,3207.82
S014693,2025-01-06,SKU0457,Kuching,15,5,3598.12
S014694,2024-08-13,SKU0354,Shah Alam,4,10,1538.17
S014695,2024-08-22,SKU0923,Melaka,15,10,4163.54
S014696,2025-12-06,SKU0359,KK,4,0,1896.32
S014697,2025-09-10,SKU0696,Kuching,19,15,5730.18
S014698,2024-11-08,SKU0533,Kuching,11,15,4510.72
S014699,2025-12-01,SKU0442,Ipoh,5,15,1233.99
S014700,2024-08-01,SKU0364,Ipoh,14,15,4587.33
S014701,2025-07-02,SKU0445,Penang,11,0,3821.62
S014702,2025-01-03,SKU0290,Penang,7,0,2756.46
S014703,2025-02-07,SKU0809,KK,1,10,422.08
S014704,2024-08-18,SKU0250,Kuantan,8,5,1496.21
S014705,2024-05-26,SKU0536,Johor,17,5,3825.45
S014706,2025-01-14,SKU0112,Melaka,3,0,626.94
S014707,2024-12-17,SKU0984,Kuantan,20,0,5322.8
S014708,2024-10-12,SKU0309,KK,9,0,4387.77
S014709,2025-11-19,SKU0018,KK,8,0,2588.8
S014710,2024-11-27,SKU0992,Penang,7,0,3417.05
S014711,2024-06-01,SKU0164,Kuantan,5,0,978.5
S014712,2024-08-31,SKU0311,Ipoh,18,0,6377.76
S014713,2025-11-04,SKU0026,Penang,11,5,4513.77
S014714,2025-07-18,SKU0419,Penang,7,0,1049.51
S014715,2024-01-13,SKU0798,Melaka,2,5,874.38
S014716,2025-11-14,SKU0478,Shah Alam,6,0,2134.98
S014717,2024-04-12,SKU0020,Melaka,15,10,5460.35
S014718,2025-11-17,SKU0807,Shah Alam,4,0,1415.92
S014719,2024-11-07,SKU0753,Kuantan,20,15,7630.11
S014720,2024-05-25,SKU0481,Ipoh,1,15,330.03
S014721,2024-06-29,SKU0163,Johor,4,0,517.96
S014722,2024-07-09,SKU0888,Johor,12,10,1696.68
S014723,2025-01-12,SKU0284,Penang,13,0,3571.23
S014724,2025-09-04,SKU0427,Kuching,14,0,3346.42
S014725,2024-08-14,SKU0958,Johor,15,0,4835.85
S014726,2024-05-23,SKU0239,Kuantan,5,10,266.62
S014727,2024-10-05,SKU0897,Shah Alam,20,0,3558.2
S014728,2024-04-27,SKU0602,Kuching,17,0,2402.27
S014729,2024-09-25,SKU0245,Johor,3,5,383.18
S014730,2024-01-14,SKU0250,Kuching,10,0,1968.7
S014731,2024-09-19,SKU0616,Johor,13,0,2070.64
S014732,2025-08-25,SKU0734,Melaka,17,5,1074.14
S014733,2025-03-19,SKU0959,Kuantan,14,5,6326.41
S014734,2024-06-30,SKU0299,Shah Alam,9,0,3307.59
S014735,2025-03-28,SKU0691,Kuching,18,0,3953.16
S014736,2025-04-03,SKU0097,Melaka,6,0,2398.32
S014737,2025-10-22,SKU0532,Kuantan,16,0,3158.72
S014738,2025-08-09,SKU0625,Shah Alam,4,0,1603.48
S014739,2024-05-23,SKU0733,Kuching,16,5,1323.62
S014740,2025-04-03,SKU0385,KK,8,5,3446.75
S014741,2024-05-19,SKU0154,Penang,15,0,2366.7
S014742,2025-06-18,SKU0422,Melaka,9,10,3996.7
S014743,2024-01-07,SKU0917,Ipoh,17,0,3641.74
S014744,2025-03-28,SKU0735,Penang,1,5,15.22
S014745,2024-02-19,SKU0664,Johor,2,10,216.31
S014746,2024-07-20,SKU0085,Kuantan,20,0,5606.4
S014747,2025-08-19,SKU0470,Penang,10,0,2708.5
S014748,2024-08-12,SKU0747,Shah Alam,9,10,1708.45
S014749,2025-06-23,SKU0189,KK,4,0,558.72
S014750,2024-10-17,SKU0529,Kuching,15,0,7019.25
S014751,2025-01-18,SKU0734,Ipoh,18,15,1017.6
S014752,2025-02-08,SKU0633,Kuantan,14,15,2628.95
S014753,2025-05-18,SKU0254,Kuching,7,10,1150.63
S014754,2024-05-02,SKU0443,Kuantan,20,10,4991.94
S014755,2025-01-12,SKU0032,Kuching,7,0,973.42
S014756,2025-02-25,SKU0791,Johor,5,0,2479.3
S014757,2025-09-03,SKU0889,Kuantan,9,0,888.84
S014758,2024-03-15,SKU0567,Ipoh,8,0,3744.24
S014759,2025-04-29,SKU0611,Shah Alam,6,0,2074.8
S014760,2025-08-27,SKU0774,Shah Alam,3,0,707.67
S014761,2025-06-21,SKU0718,Ipoh,15,0,594.45
S014762,2025-06-18,SKU0907,Kuching,10,5,1547.84
S014763,2025-05-08,SKU0074,KK,1,10,232.09
S014764,2025-04-29,SKU0879,Johor,5,10,1387.94
S014765,2025-12-30,SKU0237,Melaka,1,15,271.38
S014766,2025-04-21,SKU0672,Johor,13,5,4587.16
S014767,2024-12-18,SKU0178,Penang,14,5,488.38
S014768,2025-04-28,SKU0694,Johor,6,10,491.99
S014769,2025-04-17,SKU0442,KK,2,10,522.63
S014770,2024-12-13,SKU0397,Kuching,18,5,538.14
S014771,2024-05-31,SKU0517,Johor,13,5,4648.42
S014772,2025-12-19,SKU0528,Penang,4,0,870.44
S014773,2024-10-25,SKU0392,Kuantan,20,0,6639.6
S014774,2025-08-26,SKU0616,Kuching,8,0,1274.24
S014775,2024-02-05,SKU0088,Kuantan,2,10,289.89
S014776,2025-04-07,SKU0687,Ipoh,16,5,1124.65
S014777,2025-09-26,SKU0331,Kuantan,15,10,835.25
S014778,2025-02-03,SKU0683,Kuantan,19,15,2751.48
S014779,2025-11-10,SKU0812,Kuantan,8,0,902.0
S014780,2024-06-25,SKU0228,Melaka,12,0,5490.96
S014781,2024-03-24,SKU0106,KK,2,10,729.34
S014782,2024-08-08,SKU0665,Kuantan,12,15,2929.13
S014783,2025-12-16,SKU0773,Kuantan,16,0,6802.56
S014784,2025-05-19,SKU0008,Melaka,17,0,2973.81
S014785,2024-03-05,SKU0863,Penang,9,15,3198.77
S014786,2025-10-11,SKU0509,Johor,16,10,3512.88
S014787,2025-04-11,SKU0711,Ipoh,11,15,2427.91
S014788,2025-08-03,SKU0603,Ipoh,6,0,513.6
S014789,2024-07-09,SKU0648,KK,6,0,243.96
S014790,2024-07-20,SKU0626,Penang,1,0,78.2
S014791,2024-05-25,SKU0589,Ipoh,13,0,5659.94
S014792,2024-03-15,SKU0086,Melaka,2,0,93.74
S014793,2025-02-21,SKU0469,Johor,1,10,140.96
S014794,2024-02-23,SKU0757,KK,17,10,7095.53
S014795,2025-04-14,SKU0667,Johor,18,5,3244.9
S014796,2025-07-07,SKU0596,Melaka,18,0,2227.5
S014797,2025-01-18,SKU0672,Kuching,14,0,5200.02
S014798,2024-11-16,SKU0371,Ipoh,12,0,4831.44
S014799,2025-04-09,SKU0321,Melaka,1,0,32.25
S014800,2025-12-06,SKU0325,Kuching,16,10,1767.6
S014801,2025-11-19,SKU0649,KK,20,5,3224.87
S014802,2025-01-28,SKU0600,KK,8,15,2020.14
S014803,2025-06-27,SKU0172,KK,17,5,4516.99
S014804,2024-09-10,SKU0276,Shah Alam,13,0,5579.21
S014805,2025-07-07,SKU0875,Kuching,16,0,5199.04
S014806,2025-05-10,SKU0007,Melaka,11,5,1846.72
S014807,2024-03-09,SKU0271,Melaka,16,5,6760.35
S014808,2024-03-12,SKU0998,Kuantan,3,0,1110.57
S014809,2025-09-18,SKU0979,Kuching,7,0,2520.35
S014810,2025-01-18,SKU0846,Melaka,13,5,5673.71
S014811,2024-12-02,SKU0686,Penang,6,0,1009.2
S014812,2025-05-03,SKU0864,Ipoh,17,15,502.43
S014813,2025-06-09,SKU0192,KK,17,5,2441.4
S014814,2024-06-01,SKU0284,Melaka,16,0,4395.36
S014815,2024-08-25,SKU0270,Kuching,7,0,1113.98
S014816,2024-09-01,SKU0844,KK,16,0,7300.64
S014817,2025-10-19,SKU0703,Ipoh,20,0,1600.0
S014818,2024-11-10,SKU0126,Melaka,4,0,351.96
S014819,2024-08-23,SKU0231,Johor,12,15,2302.65
S014820,2025-11-27,SKU0259,Kuching,16,0,1734.24
S014821,2024-10-26,SKU0962,Kuantan,6,15,294.47
S014822,2024-03-04,SKU0085,Shah Alam,16,10,4036.61
S014823,2025-06-09,SKU0111,Johor,8,0,2735.12
S014824,2024-01-25,SKU0371,Melaka,20,0,8052.4
S014825,2024-10-21,SKU0431,Johor,18,0,4743.18
S014826,2024-03-05,SKU0122,KK,15,10,5454.14
S014827,2024-07-01,SKU0917,Penang,5,0,1071.1
S014828,2025-02-25,SKU0497,Shah Alam,12,10,4108.32
S014829,2024-02-28,SKU0129,Kuantan,10,0,1249.0
S014830,2024-12-30,SKU0646,Penang,17,10,1632.36
S014831,2025-06-08,SKU0045,Johor,15,15,4070.31
S014832,2024-10-11,SKU0136,Kuantan,14,15,4402.64
S014833,2025-05-09,SKU0848,Shah Alam,7,0,578.34
S014834,2025-09-16,SKU0333,Johor,4,10,623.52
S014835,2024-06-20,SKU0329,Kuantan,15,10,272.97
S014836,2025-08-15,SKU0860,Kuantan,4,15,894.51
S014837,2024-07-05,SKU0917,Shah Alam,16,15,2913.39
S014838,2025-07-29,SKU0469,Johor,2,0,313.24
S014839,2025-10-02,SKU0039,Kuching,1,5,450.26
S014840,2025-12-08,SKU0079,Shah Alam,18,0,8027.28
S014841,2025-11-30,SKU0749,Kuantan,8,15,2258.14
S014842,2024-07-23,SKU0165,KK,2,0,198.2
S014843,2024-01-05,SKU0542,Johor,14,0,2899.54
S014844,2024-03-17,SKU0299,Johor,6,15,1874.3
S014845,2025-12-22,SKU0957,Kuantan,16,5,4241.71
S014846,2025-06-01,SKU0276,Kuching,18,15,6566.3
S014847,2024-10-05,SKU0760,Shah Alam,20,0,1235.4
S014848,2025-05-16,SKU0620,Johor,17,0,8204.88
S014849,2024-03-09,SKU0351,Shah Alam,6,0,891.72
S014850,2025-03-29,SKU0383,Kuching,2,0,252.88
S014851,2025-04-12,SKU0301,Ipoh,4,0,171.6
S014852,2025-11-03,SKU0941,Penang,1,10,269.52
S014853,2025-01-23,SKU0015,Shah Alam,14,10,1419.52
S014854,2025-03-27,SKU0463,KK,12,0,2436.12
S014855,2024-01-28,SKU0923,Shah Alam,13,0,4009.33
S014856,2024-09-07,SKU0580,Melaka,2,0,114.38
S014857,2024-02-25,SKU0435,Penang,18,15,7256.33
S014858,2025-02-01,SKU0486,Kuching,9,15,2612.78
S014859,2025-06-20,SKU0297,KK,19,0,7349.01
S014860,2025-01-09,SKU0435,Melaka,5,5,2252.78
S014861,2025-06-18,SKU0099,Kuching,18,0,8708.04
S014862,2025-01-20,SKU0912,Kuantan,9,15,2802.27
S014863,2025-07-10,SKU0484,Melaka,14,5,4631.33
S014864,2024-05-02,SKU0927,Johor,7,10,2862.53
S014865,2025-10-31,SKU0179,Kuching,4,0,1290.24
S014866,2024-06-14,SKU0468,Shah Alam,15,0,2491.2
S014867,2024-11-03,SKU0289,KK,15,15,808.86
S014868,2024-10-20,SKU0053,Penang,8,0,2182.24
S014869,2025-11-26,SKU0439,Kuching,10,15,3086.44
S014870,2025-10-25,SKU0742,Melaka,17,5,6282.83
S014871,2025-01-21,SKU0884,Kuching,19,15,4097.42
S014872,2024-08-06,SKU0491,Melaka,14,10,4700.3
S014873,2024-03-25,SKU0140,Kuching,14,0,6361.6
S014874,2025-03-18,SKU0066,KK,6,0,2045.1
S014875,2024-12-20,SKU0387,Kuantan,11,0,3423.86
S014876,2024-01-15,SKU0538,Penang,19,10,1750.36
S014877,2024-10-14,SKU0382,Kuantan,9,0,3772.17
S014878,2025-12-13,SKU0863,Kuching,16,10,6021.22
S014879,2025-02-12,SKU0190,Shah Alam,1,5,266.46
S014880,2025-06-17,SKU0272,Kuantan,20,5,6432.26
S014881,2025-05-05,SKU0414,Kuching,5,5,910.91
S014882,2025-01-08,SKU0655,Kuantan,12,15,3567.76
S014883,2024-04-30,SKU0398,Penang,8,15,1101.19
S014884,2024-12-18,SKU0690,Shah Alam,9,0,786.69
S014885,2024-05-29,SKU0754,Melaka,12,0,681.96
S014886,2024-09-14,SKU0747,Kuantan,3,0,632.76
S014887,2025-04-26,SKU0768,Penang,8,10,2908.15
S014888,2024-06-19,SKU0990,Shah Alam,11,0,2206.05
S014889,2025-09-28,SKU0414,KK,1,5,182.18
S014890,2025-06-30,SKU0689,Penang,5,0,2099.9
S014891,2024-09-17,SKU0865,Shah Alam,15,0,2857.35
S014892,2024-12-24,SKU0048,Johor,20,0,9368.0
S014893,2025-09-01,SKU0884,Johor,12,0,3044.52
S014894,2024-05-11,SKU0224,Shah Alam,4,10,890.39
S014895,2025-06-30,SKU0537,Shah Alam,3,0,367.62
S014896,2024-12-12,SKU0338,Kuching,9,5,2716.25
S014897,2025-08-31,SKU0148,Ipoh,6,5,409.54
S014898,2025-11-28,SKU0476,Ipoh,11,5,1710.77
S014899,2025-02-02,SKU0492,Kuching,11,10,4490.05
S014900,2024-02-13,SKU0593,Johor,11,15,2677.28
S014901,2024-09-11,SKU0944,KK,18,0,1176.12
S014902,2024-08-07,SKU0209,KK,16,5,5905.96
S014903,2025-06-08,SKU0625,KK,16,0,6413.92
S014904,2025-04-20,SKU0209,Kuching,12,0,4662.6
S014905,2025-05-13,SKU0060,Shah Alam,20,15,6710.07
S014906,2024-08-08,SKU0625,Melaka,1,10,360.78
S014907,2024-10-28,SKU0174,Kuantan,16,0,2633.92
S014908,2024-09-11,SKU0823,KK,10,0,869.8
S014909,2025-05-15,SKU0898,Ipoh,6,5,2055.88
S014910,2024-09-04,SKU0559,KK,18,0,1855.98
S014911,2024-04-03,SKU0972,Kuching,6,5,1476.76
S014912,2025-07-18,SKU0406,Johor,19,5,4124.43
S014913,2024-09-10,SKU0823,KK,10,5,826.31
S014914,2025-11-14,SKU0963,Kuantan,2,5,791.62
S014915,2024-01-26,SKU0867,Melaka,3,0,903.24
S014916,2024-05-17,SKU0823,Shah Alam,4,10,313.13
S014917,2025-06-29,SKU0847,Penang,19,0,5055.14
S014918,2025-05-20,SKU0259,KK,5,5,514.85
S014919,2024-03-25,SKU0986,Johor,18,15,1359.56
S014920,2025-05-24,SKU0480,Johor,7,15,1399.68
S014921,2025-06-29,SKU0718,Kuantan,6,0,237.78
S014922,2024-01-07,SKU0593,Shah Alam,4,10,1030.82
S014923,2025-09-28,SKU0280,Shah Alam,13,0,1681.55
S014924,2024-08-01,SKU0338,Melaka,2,0,635.38
S014925,2025-03-29,SKU0403,KK,10,0,2537.9
S014926,2024-12-22,SKU0281,Penang,6,0,2499.66
S014927,2025-08-26,SKU0879,Ipoh,5,10,1387.94
S014928,2025-02-12,SKU0465,Shah Alam,6,0,1530.24
S014929,2024-06-21,SKU0081,Johor,17,0,7274.81
S014930,2024-05-06,SKU0109,Kuantan,18,15,3214.68
S014931,2025-05-29,SKU0329,Penang,10,15,171.87
S014932,2025-02-23,SKU0671,Kuantan,7,15,313.09
S014933,2025-02-14,SKU0049,Kuching,4,10,1460.41
S014934,2025-06-06,SKU0148,Kuantan,12,10,775.98
S014935,2024-06-20,SKU0822,KK,20,0,9436.0
S014936,2024-07-26,SKU0487,KK,11,5,4992.59
S014937,2025-03-23,SKU0347,Penang,10,0,2556.7
S014938,2024-09-19,SKU0288,Ipoh,14,0,575.96
S014939,2024-11-22,SKU0315,Johor,11,5,1999.4
S014940,2024-05-26,SKU0307,Melaka,14,10,5357.02
S014941,2025-12-10,SKU0338,Kuantan,17,0,5400.73
S014942,2025-10-30,SKU0207,Johor,9,0,3012.03
S014943,2025-04-09,SKU0186,Johor,11,5,3271.06
S014944,2025-08-20,SKU0102,Kuantan,19,15,2262.29
S014945,2025-11-19,SKU0452,Melaka,1,10,433.55
S014946,2024-02-29,SKU0891,Penang,9,15,2529.63
S014947,2025-03-31,SKU0740,KK,11,10,354.52
S014948,2024-12-10,SKU0864,Shah Alam,2,5,66.06
S014949,2025-11-04,SKU0545,Ipoh,11,10,3361.45
S014950,2024-04-02,SKU0701,Johor,20,0,8833.6
S014951,2025-05-26,SKU0271,Kuantan,11,0,4892.36
S014952,2024-07-07,SKU0748,Kuching,3,10,1137.75
S014953,2025-10-14,SKU0199,Kuching,17,0,4283.32
S014954,2024-04-06,SKU0366,Johor,9,0,1901.88
S014955,2025-03-01,SKU0438,Johor,9,0,2699.91
S014956,2025-02-01,SKU0884,Kuantan,14,0,3551.94
S014957,2024-03-07,SKU0226,Penang,19,15,2051.21
S014958,2025-06-14,SKU0413,Ipoh,11,5,3009.08
S014959,2025-10-19,SKU0152,Johor,11,0,5004.23
S014960,2024-04-07,SKU0161,Johor,10,0,3682.0
S014961,2024-05-05,SKU0810,Kuching,4,5,481.16
S014962,2024-05-28,SKU0850,Penang,17,5,7108.75
S014963,2025-03-22,SKU0833,Johor,15,15,406.21
S014964,2025-03-26,SKU0540,KK,20,0,1188.8
S014965,2025-06-09,SKU0326,Melaka,20,10,6724.8
S014966,2024-09-05,SKU0316,Johor,5,0,2214.2
S014967,2025-08-12,SKU0143,Kuantan,20,10,6894.0
S014968,2024-12-18,SKU0812,Melaka,14,5,1499.57
S014969,2025-03-31,SKU0686,Kuantan,20,15,2859.4
S014970,2025-04-12,SKU0111,Johor,13,0,4444.57
S014971,2024-06-26,SKU0267,KK,2,0,482.04
S014972,2024-02-08,SKU0518,Kuching,9,0,4115.43
S014973,2025-10-29,SKU0919,Ipoh,13,5,3937.8
S014974,2024-08-01,SKU0990,Johor,12,5,2286.27
S014975,2024-03-07,SKU0862,Johor,7,0,535.29
S014976,2025-01-24,SKU0236,Kuching,5,0,1910.55
S014977,2025-04-09,SKU0176,Penang,2,15,263.77
S014978,2025-02-15,SKU0291,Kuching,2,15,42.94
S014979,2024-09-27,SKU0584,KK,15,5,6062.66
S014980,2024-04-30,SKU0490,Johor,8,15,1862.52
S014981,2024-12-13,SKU0464,Johor,3,0,1139.79
S014982,2025-11-14,SKU0924,Johor,17,0,3151.46
S014983,2025-06-05,SKU0610,KK,19,10,7755.71
S014984,2025-09-11,SKU0766,Johor,14,10,5189.18
S014985,2024-11-02,SKU0557,Kuantan,13,0,4981.99
S014986,2025-10-26,SKU0094,KK,7,10,2565.8
S014987,2025-01-25,SKU0892,KK,6,0,2622.0
S014988,2025-12-20,SKU0470,Shah Alam,4,0,1083.4
S014989,2024-06-08,SKU0715,Johor,1,10,388.62
S014990,2025-08-12,SKU0068,Kuantan,1,0,313.5
S014991,2025-09-19,SKU0674,Kuching,18,0,7284.06
S014992,2024-07-24,SKU0664,Melaka,9,0,1081.53
S014993,2024-09-19,SKU0963,Penang,16,0,6666.24
S014994,2025-05-23,SKU0954,Shah Alam,11,0,2504.15
S014995,2025-04-19,SKU0667,Melaka,20,5,3605.44
S014996,2025-01-31,SKU0061,Shah Alam,18,10,5960.79
S014997,2025-04-02,SKU0106,Kuantan,3,0,1215.57
S014998,2025-02-11,SKU0479,Kuching,19,10,5719.78
S014999,2024-09-13,SKU0601,Ipoh,3,0,464.22
S015000,2025-12-07,SKU0984,Penang,20,5,5056.66
S015001,2024-06-16,SKU0788,KK,17,5,5359.54
S015002,2025-02-10,SKU0888,Kuantan,19,0,2984.9
S015003,2024-09-05,SKU0790,Shah Alam,5,10,2211.8
S015004,2024-03-09,SKU0352,Penang,19,10,609.79
S015005,2025-09-01,SKU0074,Penang,4,0,1031.52
S015006,2024-06-05,SKU0746,Johor,6,0,2295.84
S015007,2025-10-04,SKU0985,Kuching,3,10,913.73
S015008,2025-11-19,SKU0300,Kuching,3,0,404.7
S015009,2025-03-09,SKU0474,Penang,6,0,1472.52
S015010,2024-06-17,SKU0017,Ipoh,10,15,765.59
S015011,2024-09-30,SKU0090,Kuching,16,0,7091.68
S015012,2025-03-08,SKU0997,Penang,13,0,6394.57
S015013,2024-06-10,SKU0272,Melaka,10,0,3385.4
S015014,2025-08-08,SKU0512,Ipoh,17,10,5346.74
S015015,2025-06-18,SKU0348,Kuantan,8,15,3063.88
S015016,2024-06-15,SKU0238,Ipoh,10,0,2226.5
S015017,2024-09-30,SKU0241,Johor,6,0,1162.02
S015018,2024-04-01,SKU0499,Shah Alam,18,10,4409.96
S015019,2025-08-13,SKU0371,Shah Alam,6,0,2415.72
S015020,2025-08-16,SKU0276,Kuching,7,15,2553.56
S015021,2025-07-04,SKU0493,Penang,20,10,1063.8
S015022,2025-01-25,SKU0963,Kuching,18,10,6749.57
S015023,2025-04-26,SKU0360,Kuching,16,10,3731.9
S015024,2025-07-13,SKU0177,Shah Alam,19,15,5764.42
S015025,2024-04-09,SKU0114,Kuantan,9,10,2762.59
S015026,2024-07-27,SKU0487,Penang,5,10,2149.92
S015027,2025-10-26,SKU0580,KK,2,0,114.38
S015028,2025-03-25,SKU0144,KK,4,0,1670.56
S015029,2024-07-21,SKU0033,Johor,7,0,3055.85
S015030,2024-09-21,SKU0410,Kuantan,16,0,3344.64
S015031,2025-10-15,SKU0900,Johor,12,15,2361.4
S015032,2024-10-30,SKU0571,Kuching,2,15,679.22
S015033,2024-05-06,SKU0530,Melaka,16,0,3365.44
S015034,2024-02-04,SKU0697,Kuantan,11,0,825.22
S015035,2024-03-25,SKU0346,Penang,18,15,4438.68
S015036,2025-11-22,SKU0135,Shah Alam,6,5,1039.45
S015037,2024-10-09,SKU0533,Shah Alam,9,10,3907.68
S015038,2024-01-24,SKU0848,Melaka,11,5,863.38
S015039,2024-07-01,SKU0533,Kuantan,13,0,6271.59
S015040,2025-09-06,SKU0317,Penang,17,15,496.79
S015041,2024-11-19,SKU0796,Melaka,8,0,937.76
S015042,2024-09-23,SKU0404,Kuantan,14,0,681.38
S015043,2025-06-07,SKU0126,Johor,10,0,879.9
S015044,2025-07-14,SKU0591,Melaka,11,15,244.22
S015045,2025-02-15,SKU0397,Melaka,16,5,478.34
S015046,2025-02-23,SKU0288,KK,4,0,164.56
S015047,2025-12-18,SKU0502,Penang,5,5,1369.42
S015048,2025-10-18,SKU0971,Kuantan,19,0,7044.06
S015049,2024-02-10,SKU0501,Melaka,5,0,506.45
S015050,2025-02-18,SKU0336,KK,12,10,1462.54
S015051,2025-08-12,SKU0136,Johor,15,5,5272.07
S015052,2025-08-28,SKU0608,Ipoh,6,0,1013.82
S015053,2024-02-02,SKU0270,Kuantan,6,10,859.36
S015054,2025-06-17,SKU0476,Ipoh,19,5,2954.97
S015055,2025-01-09,SKU0274,Shah Alam,12,15,2547.76
S015056,2024-07-24,SKU0617,Shah Alam,6,0,1176.9
S015057,2025-03-05,SKU0832,Shah Alam,13,0,1307.67
S015058,2024-10-24,SKU0309,Kuching,4,15,1657.6
S015059,2024-02-14,SKU0593,Shah Alam,6,15,1460.33
S015060,2024-12-28,SKU0814,KK,10,0,3689.7
S015061,2025-10-17,SKU0236,Ipoh,19,0,7260.09
S015062,2025-10-24,SKU0229,Kuantan,14,15,4739.41
S015063,2025-06-13,SKU0605,Melaka,6,0,853.14
S015064,2024-11-26,SKU0191,Ipoh,18,10,5634.2
S015065,2025-12-21,SKU0229,Kuching,9,10,3225.99
S015066,2024-03-31,SKU0876,Kuantan,17,0,3993.47
S015067,2025-03-21,SKU0324,Melaka,5,10,994.59
S015068,2025-01-24,SKU0282,KK,3,0,1308.45
S015069,2025-07-10,SKU0313,Johor,4,0,176.4
S015070,2025-07-21,SKU0786,Melaka,12,5,4462.87
S015071,2025-11-08,SKU0857,Kuantan,4,0,1949.48
S015072,2025-12-11,SKU0315,Johor,9,15,1463.67
S015073,2025-09-08,SKU0748,KK,10,0,4213.9
S015074,2024-08-08,SKU0933,Ipoh,5,10,1922.0
S015075,2025-07-09,SKU0389,Kuching,15,5,615.03
S015076,2025-11-16,SKU0044,KK,7,15,1674.45
S015077,2025-12-17,SKU0083,KK,9,0,1310.13
S015078,2024-07-12,SKU0579,Kuching,1,5,334.35
S015079,2024-08-16,SKU0517,Kuantan,13,0,4893.07
